uri,dc.identifier,notation,prefLabel,definition,note,inScheme,topConceptOf
concept:620,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.620,620,Tubbreva amoropsis,Tubbreva amoropsis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:621,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.621,621,Mariopteris furcata,Mariopteris furcata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:622,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.622,622,Dorycordaites palmaeformis,Dorycordaites palmaeformis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:623,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.623,623,Anthraconauta lenisulcata,Anthraconauta lenisulcata,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:624,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.624,624,Glycemeris sp.,Glycemeris sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:625,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.625,625,haaientanden,haaientanden,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:626,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.626,626,Fusus sp.,Fusus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:627,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.627,627,Nummulites laevigatus,Nummulites laevigatus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:628,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.628,628,Neithea quinquecostata,Neithea quinquecostata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:629,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.629,629,Panopoea gurgitis,Panopoea gurgitis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:630,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.630,630,Neithea quadricostata,Neithea quadricostata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:631,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.631,631,Oxyrhina angustidens,Oxyrhina angustidens,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:632,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.632,632,Pleurotomaria sp.,Pleurotomaria sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:633,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.633,633,Oxyrhina sp.,Oxyrhina sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:634,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.634,634,Spirophyton caudagalli,Spirophyton caudagalli,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:635,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.635,635,Ventriculites sp.,Ventriculites sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:636,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.636,636,Ventriculites striatus,Ventriculites striatus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:637,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.637,637,Guettardia sp.,Guettardia sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:638,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.638,638,ammonieten,ammonieten (onderklasse van Cephalopoda / inktvissen),mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:639,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.639,639,Verruculina sp.,Verruculina sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:640,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.640,640,Cytherea ovalis,Cytherea ovalis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:641,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.641,641,Barbatia sp.,Barbatia sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:642,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.642,642,Barbatia marullensis,Barbatia marullensis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:643,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.643,643,Cucullea alta,Cucullea alta,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:644,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.644,644,Chlamys sp.,Chlamys sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:645,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.645,645,Ostrea Lunata,Ostrea Lunata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:646,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.646,646,Cytherea sp.,Cytherea sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:647,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.647,647,Parapachydiscus sp.,Parapachydiscus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:648,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.648,648,Parapachydiscus levyi,Parapachydiscus levyi,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:649,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.649,649,Cerithes sp.,Cerithes sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:650,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.650,650,Tudicla sp.,Tudicla sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:651,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.651,651,Tudicla depressa,Tudicla depressa,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:652,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.652,652,Scalaria sp.,Scalaria sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:653,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.653,653,Scalaria decorata,Scalaria decorata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:654,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.654,654,Neithea sp.,Neithea sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:655,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.655,655,Cardium becksi,Cardium becksi,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:656,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.656,656,Anomia sp.,Anomia sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:657,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.657,657,Patella sp.,Patella sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:658,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.658,658,Pecten cinctus,Pecten cinctus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:659,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.659,659,Pinna cretacea,Pinna cretacea,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:660,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.660,660,Cytherea polymorpha,Cytherea polymorpha,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:661,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.661,661,Lima granulata,Lima granulata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:662,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.662,662,Cypricardia sp.,Cypricardia sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:663,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.663,663,Cytherea plana,Cytherea plana,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:664,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.664,664,Cerithium koeneni,Cerithium koeneni,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:665,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.665,665,Natica cretacea,Natica cretacea,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:666,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.666,666,Inoceramus kleini,Inoceramus kleini,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:667,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.667,667,Inoceramus inconstans,Inoceramus inconstans,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:668,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.668,668,Tellina subdecussata,Tellina subdecussata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:669,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.669,669,Volutilithes sp.,Volutilithes sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:670,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.670,670,Volutilithes subsemiplicatus,Volutilithes subsemiplicatus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:671,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.671,671,Aporrhais nilsoni,Aporrhais nilsoni,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:672,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.672,672,Venericardia sp.,Venericardia sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:673,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.673,673,Venericardia santonensis,Venericardia santonensis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:674,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.674,674,Cardium nöggerathi,Cardium nöggerathi,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:675,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.675,675,Trigonia vallscum,Trigonia vallscum,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:676,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.676,676,Neithea grypheata,Neithea grypheata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:677,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.677,677,Pectunculus geinitzi,Pectunculus geinitzi,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:678,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.678,678,Tellina mülleri,Tellina mülleri,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:679,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.679,679,Lima oviformis,Lima oviformis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:680,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.680,680,Pectunculus obsoletus,Pectunculus obsoletus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:681,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.681,681,Crassatella symmetrica,Crassatella symmetrica,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:682,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.682,682,Tellina strigata,Tellina strigata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:683,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.683,683,Anomia lamellosa,Anomia lamellosa,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:684,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.684,684,Acritarchen,Acritarchen,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:685,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.685,685,Chitinozoa,Chitinozoa,fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:686,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.686,686,Graptolieten,Graptolieten,fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:687,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.687,687,Oldhamia,Oldhamia,ichnofossiel,conceptscheme:fossieltype,conceptscheme:fossieltype
